x_axis,lantencys,speed,qps,
256,0.845,0.15729615236074532,614
362,0.555,0.2201485606599917,617
512,0.553,0.308771285914859,618
724,0.549,0.4303840626340442,613
1024,0.554,0.6092194941166376,616
1448,0.565,0.8489541419827094,609
2048,0.564,1.1943791787867002,607
2896,0.585,1.6708373260528562,602
4096,0.613,2.3243751021973114,593
5793,0.622,3.2618624249080526,588
8192,0.669,4.455866355062283,568
11585,0.741,6.2480901980188674,563
16384,0.807,8.573805241098539,546
23170,0.712,12.007184562785591,540
32768,0.777,16.088775501101107,512
46341,0.799,22.426307422007227,505
65536,0.898,30.542022928024338,485
92682,0.99,41.53199864245294,465
131072,1.608,52.87152680324027,418
185364,7.689,67.04298512451399,374
262144,7.716,82.62696447912033,324
370728,7.89,101.75885818872152,280
524288,9.034,116.22139719549718,224
741455,9.55,131.0904629645055,176
1048576,9.99,151.07425643613595,143
1482910,11.636,167.01415015053664,109
2097152,13.026,180.06424199426706,80
2965821,17.792,189.81479707908912,56
4194304,24.989,210.7048793776358,43
5931642,23.677,236.10261947944838,31
8388608,29.87,269.7192039679615,23
11863283,32.809,311.87954094319764,15
16777216,38.663,324.2917156170146,10
23726566,65.061,338.98633196186336,6
33554432,81.216,369.75097326886157,5
47453133,107.937,385.32302039300515,3
67108864,157.055,394.0836930419352,2
94906266,207.761,374.29881066794326,1
134217728,288.791,402.89106973457694,1
189812531,391.365,397.35198323488294,0
