x_axis,lantencys,speed,qps,
256,0.704,0.6328396795942028,2475
362,0.7,0.8757250919370799,2445
512,0.702,1.2204129447442762,2441
724,0.714,1.6973025739391703,2408
1024,0.704,2.3766773049078895,2401
1448,0.719,3.3418239499089024,2393
2048,0.725,4.680248026213717,2377
2896,0.761,6.514452348348865,2340
4096,0.777,9.092399072278745,2315
5793,0.762,12.343778799133055,2231
8192,0.929,16.614000507398195,2113
11585,0.972,23.085433741823103,2077
16384,0.875,32.596841812513446,2085
23170,1.108,43.84105445074673,1967
32768,1.487,57.572614989966844,1812
46341,1.305,78.7354637640496,1753
65536,1.327,105.43500836498757,1670
92682,1.386,154.6958654869452,1733
131072,2.023,163.7262704668329,1293
185364,2.375,213.7388267566199,1182
262144,3.126,260.45313108744983,1012
370728,8.005,308.2370196404172,846
524288,5.565,332.3162069197574,645
741455,6.436,387.22297864124306,524
1048576,12.696,429.5039222033852,399
1482910,14.349,484.5232253613149,311
2097152,19.436,526.6876438444474,233
2965821,22.905,561.4739510730761,170
4194304,27.524,605.1886941941424,123
5931642,38.173,634.9914540745833,83
8388608,53.169,648.2602607993446,54
11863283,70.095,687.1467502645694,32
16777216,102.826,742.2971257461451,22
23726566,131.396,778.4472873829169,14
33554432,209.522,796.0403497147349,8
47453133,264.417,809.8924391216103,6
67108864,432.284,699.9746928679384,4
94906266,547.441,723.9287991635093,3
134217728,811.693,633.2330362011418,2
189812531,1117.077,659.5207089940807,1
