x_axis,speed,
256,31.23829104801381,
362,38.53068704983065,
512,55.300991135429506,
724,80.54125226259694,
1024,110.08284023088993,
1448,130.5978876524752,
2048,132.1955783443832,
2896,134.74765804585152,
4096,135.857178940268,
5793,137.81397215766773,
8192,136.85527806353807,
11585,134.46614609112873,
16384,137.0421218082906,
23170,137.3210758885251,
32768,137.5053793144074,
46341,137.04717269635816,
65536,136.27251774377524,
92682,135.75788200946843,
131072,135.61656745549283,
185364,135.30714493538085,
262144,136.77537338534017,
370728,134.79840097872858,
524288,134.50620389311024,
741455,133.23676709348953,
1048576,133.61923135888293,
1482910,133.17910612205284,
2097152,132.97059169650646,
2965821,131.6500345316101,
4194304,130.11914110448635,
5931642,127.54156272569566,
8388608,122.71623609963771,
11863283,122.351041640349,
16777216,116.39268101655048,
23726566,110.38717299744117,
33554432,114.13326860551464,
47453133,90.31524547524452,
67108864,86.83196600109865,
94906266,86.66838462129729,
134217728,92.02046254598221,
189812531,96.57027724960552,
