x_axis,speed,
256,79.61491052679978,
362,33.614282437406324,
512,39.340603782096785,
724,37.418826161002244,
1024,99.69220823619057,
1448,397.7118369092859,
2048,602.6247439106152,
2896,727.6702498693629,
4096,755.1574967649417,
5793,888.9947445000537,
8192,919.9683790978302,
11585,925.5993130791692,
16384,974.8310201199507,
23170,1043.5369767226457,
32768,1308.117771865813,
46341,1127.830589595927,
65536,1316.66872695718,
92682,1396.9906608879312,
131072,1102.8093352845876,
185364,1743.6510134349853,
262144,1202.95684289254,
370728,1394.3055570075842,
524288,1631.5041796735277,
741455,1272.8842709377602,
1048576,1191.3409285777807,
1482910,1240.4230549078088,
2097152,1606.5140921022567,
2965821,1192.921886874071,
4194304,1164.3475827176371,
5931642,1223.4412758558472,
8388608,1305.0754894610775,
11863283,1228.3724039126716,
16777216,1268.882640930115,
23726566,1287.9868815083278,
33554432,1104.0477310888455,
47453133,1113.9360637989982,
67108864,1200.5487501178213,
94906266,1101.7953407163197,
134217728,1162.579324867471,
189812531,1050.3385007518993,
