x_axis,speed,
256,34.751907784062695,
362,50.614314447736575,
512,95.88855838063559,
724,116.74896951118977,
1024,125.04227790696456,
1448,131.83211221489364,
2048,132.1194393140793,
2896,133.53401453312378,
4096,135.90598232083858,
5793,137.3425471547325,
8192,137.53214926328968,
11585,137.95890008147393,
16384,136.2191339334714,
23170,137.78957750086676,
32768,137.7217019911859,
46341,137.7120427562803,
65536,136.7112716086322,
92682,136.64420647820336,
131072,136.04475850933855,
185364,136.12445202454413,
262144,137.30066902558895,
370728,135.37855549744302,
524288,135.68645535836578,
741455,134.45909767752582,
1048576,134.65479196659007,
1482910,133.93971870590536,
2097152,133.12567054145373,
2965821,132.51026418160274,
4194304,131.70837665669026,
5931642,129.93362364187004,
8388608,126.72434834592603,
11863283,125.27520518732427,
16777216,121.23241247038133,
23726566,114.32341179370113,
33554432,107.14654296567778,
47453133,98.53226878066552,
67108864,86.74927185217108,
94906266,84.0184637664085,
134217728,83.37039300751385,
189812531,86.20418638324422,
