x_axis,speed,
256,235.68622746353984,
362,307.387966632843,
512,341.96500917182635,
724,460.64311765242735,
1024,524.7110533238846,
1448,600.7345767830733,
2048,643.2279659411142,
2896,740.1338014396331,
4096,775.1916370345571,
5793,893.8150667038127,
8192,906.2118203625887,
11585,983.5825512243838,
16384,1001.8418332391917,
23170,1048.7084984045548,
32768,1075.540074021567,
46341,1133.3395645294142,
65536,1182.5118916778122,
92682,1199.2383326466904,
131072,757.4277293768804,
185364,760.646188972163,
262144,775.2115668550452,
370728,767.888265158393,
524288,735.7316095707837,
741455,738.3922791750059,
1048576,747.1582975165126,
1482910,741.5698338890581,
2097152,748.8686655873155,
2965821,740.9405947708253,
4194304,737.3666287976226,
5931642,714.0158182467519,
8388608,720.8742919312093,
11863283,721.5314108209101,
16777216,707.1291732841236,
23726566,706.9040672046825,
33554432,464.5895669730198,
47453133,470.02708501047186,
67108864,482.4007635363603,
94906266,482.0581940530701,
134217728,486.23882670289044,
189812531,473.6933679684527,
