x_axis,speed,
256,230.6561918258667,
362,297.2479663641253,
512,313.36645793914795,
724,427.43422709746477,
1024,510.41211223602295,
1448,593.6645823609092,
2048,645.2349497168157,
2896,723.2486013457476,
4096,779.952151298523,
5793,861.3574638855324,
8192,806.8259730295297,
11585,794.1956196947125,
16384,897.4233161969034,
23170,877.3752646472465,
32768,901.7229968547888,
46341,982.0408736824999,
65536,966.5603239613312,
92682,1021.266037708374,
131072,671.9401517760373,
185364,690.1796936799071,
262144,697.4312687406378,
370728,693.1291766413535,
524288,638.5789975915183,
741455,652.0637189510261,
1048576,655.128723053646,
1482910,662.987320817291,
2097152,648.1534246909872,
2965821,665.5174654646786,
4194304,643.9426919614384,
5931642,646.3893598140198,
8388608,637.7595535494038,
11863283,620.1577143226651,
16777216,639.5110966276511,
23726566,625.370402889304,
33554432,338.944476521467,
47453133,350.5515323474954,
67108864,354.6295810803414,
94906266,349.2904481312322,
134217728,355.4943341804309,
189812531,351.512287396187,
