x_axis,speed,
256,300.1605135433873,
362,288.90086198005446,
512,453.8946108678058,
724,573.6987377767148,
1024,594.3373797889849,
1448,627.0896079880549,
2048,734.1606790909634,
2896,837.3854341944689,
4096,960.0388996303896,
5793,1046.172873460169,
8192,1047.3409979137602,
11585,1039.8614340682493,
16384,1045.6017662079585,
23170,1070.3360957079735,
32768,1095.846293272701,
46341,1100.5872658119865,
65536,1105.3769695311264,
92682,1108.3008514914877,
131072,974.0658535582119,
185364,1025.376018195527,
262144,1059.061203643223,
370728,1072.6915605878064,
524288,979.0746324039662,
741455,982.3347488925035,
1048576,1033.8777836946092,
1482910,1034.3019930673038,
2097152,1035.3592217944224,
2965821,1043.539742956646,
4194304,1028.7592254178621,
5931642,1019.8323729705294,
8388608,1016.6258713607044,
11863283,1000.9499589868751,
16777216,1004.8195009623349,
23726566,978.4639311111742,
33554432,623.3724139966992,
47453133,631.4112389848102,
67108864,639.4126193146049,
94906266,644.7440497371229,
134217728,644.7305696631092,
189812531,617.6233867251967,
