x_axis,speed,
256,172.980761456287,
362,241.695193822405,
512,285.8352230511501,
724,356.733172416687,
1024,415.11670207977295,
1448,499.2076040682475,
2048,512.5213591056831,
2896,619.9602673895884,
4096,665.4912230826366,
5793,778.532603335093,
8192,689.4438730334822,
11585,797.9646187145734,
16384,767.2061687851765,
23170,840.1907322379321,
32768,896.577981343407,
46341,814.5308180148116,
65536,936.5286549522641,
92682,986.7369562580994,
131072,639.9634459823828,
185364,665.5178227857209,
262144,667.1553184056314,
370728,680.088629981718,
524288,623.7001068524747,
741455,634.4397859105738,
1048576,637.0520445249836,
1482910,642.162383462669,
2097152,647.8915913143911,
2965821,637.0192154724333,
4194304,640.3666550836552,
5931642,641.4586074963152,
8388608,630.8620948014803,
11863283,614.1081252713574,
16777216,632.0960198186182,
23726566,624.9073528438355,
33554432,335.75708261175333,
47453133,341.0779198335522,
67108864,342.11933973983184,
94906266,344.7081303027984,
134217728,345.4111131717159,
189812531,344.54877554740955,
