x_axis,speed,
256,27.361954841722753,
362,34.271936511516174,
512,51.44707448565888,
724,76.48120299762726,
1024,126.68454806695165,
1448,218.34318906194633,
2048,378.7110632978523,
2896,500.27318437769077,
4096,630.3034615722952,
5793,719.181480017705,
8192,804.4057425665334,
11585,847.0136741076598,
16384,932.1787678895996,
23170,1000.206906655937,
32768,987.6433482400356,
46341,1048.0234837420794,
65536,1067.4759061012667,
92682,1077.2281197938348,
131072,1035.8886077432678,
185364,1045.5212069425863,
262144,1038.6906248269963,
370728,1047.131476046276,
524288,1006.7756094405531,
741455,996.9670979148472,
1048576,998.266027480877,
1482910,985.7047986430174,
2097152,988.3302581204497,
2965821,989.7145851008047,
4194304,984.4788831398213,
5931642,977.6389508944287,
8388608,958.6185495414163,
11863283,959.9976458823346,
16777216,949.1415467858548,
23726566,930.9873923443878,
33554432,899.4244205190743,
47453133,901.4120437158252,
67108864,886.6721825268897,
94906266,840.5863579639557,
134217728,800.6736226342393,
189812531,723.5695765413694,
