x_axis,lantencys,speed,qps,
256,3.001,0.0669099187779543,261
362,2.973,0.0927953445365794,259
512,2.742,0.1302535934374437,260
724,2.755,0.1829538524847369,261
1024,2.764,0.25693986471457153,260
1448,2.807,0.36195414318882835,259
2048,2.771,0.5099034310971469,260
2896,2.796,0.7195582417292005,259
4096,2.853,0.9975779237465064,255
5793,2.851,1.415021690540968,256
8192,2.891,1.9613803076737633,250
11585,2.955,2.7639728713358527,249
16384,3.101,3.8242490230500854,244
23170,3.187,5.363700080965355,241
32768,3.341,7.322733321470505,233
46341,3.206,10.329508068622877,232
65536,3.082,14.594178340514716,232
92682,3.25,19.85713191397951,223
131072,3.297,27.077256119671112,214
185364,3.772,35.29329881283394,196
262144,9.851,44.902781697290415,176
370728,9.923,56.82618954144434,156
524288,10.786,69.77032166934579,134
741455,6.661,87.1064797268779,117
1048576,12.516,98.91221088750002,94
1482910,14.418,114.13420967781533,74
2097152,18.049,129.7697213195876,56
2965821,14.15,149.03780510013735,44
4194304,22.337,159.4333533258917,32
5931642,36.026,181.4856231216544,24
8388608,42.784,199.26261589823963,17
11863283,49.306,213.78209455229614,10
16777216,64.042,233.04935611555786,7
23726566,79.287,243.90489009573642,4
33554432,108.267,247.86902794318647,3
47453133,135.358,257.8379673326191,2
67108864,243.896,221.3502014551513,1
94906266,308.602,240.38165233965609,1
134217728,492.849,211.00436659100401,1
189812531,673.168,214.98637796035712,1
