x_axis,speed,
256,97.36053885202696,
362,15.54355973847995,
512,16.992999344132034,
724,22.02924125992435,
1024,54.35357396923953,
1448,412.47214480112063,
2048,628.0269757516863,
2896,675.1893997797226,
4096,853.1494711107367,
5793,893.122210369541,
8192,942.5670351389335,
11585,992.7502095384916,
16384,1023.378182108583,
23170,1052.9062940119466,
32768,1053.9765336315238,
46341,1064.2256839931706,
65536,1065.9812976794399,
92682,1065.4189738533862,
131072,1022.6947059347858,
185364,1029.1168967837725,
262144,1031.2227593482503,
370728,1042.3157543547572,
524288,1000.669044431359,
741455,993.6490693516753,
1048576,1005.4470339201669,
1482910,1017.6447782437928,
2097152,1010.1576689145281,
2965821,1001.7799706358051,
4194304,982.2433649281438,
5931642,992.0334586719142,
8388608,986.8390986551059,
11863283,966.7844782318878,
16777216,951.743524673812,
23726566,949.3286574157994,
33554432,923.5231998464169,
47453133,921.8352762105044,
67108864,907.8932012864808,
94906266,887.0331467387941,
134217728,861.0599358436248,
189812531,791.4728197871559,
