x_axis,speed,
256,125.12915495834037,
362,186.75170194323,
512,242.00748732494006,
724,310.0573598804052,
1024,393.2548319647099,
1448,487.1394625530038,
2048,566.2729353694638,
2896,690.0207645083937,
4096,789.4844813213216,
5793,790.6302715213301,
8192,937.9411776570571,
11585,970.8678731589373,
16384,983.5278074291934,
23170,1015.1384760343585,
32768,1028.8229377857733,
46341,1061.276958164362,
65536,1076.8969078571126,
92682,1087.170376243482,
131072,956.1468868294008,
185364,1003.2029251336884,
262144,1013.1302905061831,
370728,1047.7639045164658,
524288,879.2051951320589,
741455,928.3560363406488,
1048576,845.083400257837,
1482910,967.3317788109788,
2097152,664.1935017038762,
2965821,712.1564829479817,
4194304,773.05153063882,
5931642,857.293114098976,
8388608,889.9089164769205,
11863283,954.6106066996053,
16777216,970.8984233008516,
23726566,960.517029942516,
33554432,932.793604704886,
47453133,935.7166041731381,
67108864,925.6973050648974,
94906266,897.6445615956574,
134217728,872.8236849417515,
189812531,820.9060657959819,
