x_axis,lantencys,speed
1, 126.272, 31.769339573558582
5, 183.56, 124.53085014595204
9, 189.962, 132.94216633148372
13, 232.79, 134.1146911956257
17, 256.997, 134.70178919149956
21, 266.398, 137.45943897096643
25, 308.679, 137.37293711240665
29, 319.74, 138.57039573044833
33, 345.893, 139.95065132046537
37, 367.643, 140.84611884813293
41, 399.257, 141.53995103018255
45, 463.596, 140.98386428267298
49, 449.504, 142.5571806185362
