x_axis,lantencys,speed
1, 59.716, 40.2178126980757
5, 161.421, 106.03142393424959
9, 183.431, 136.44872437033388
13, 190.388, 140.4296906528055
17, 209.917, 141.79320357789473
21, 257.046, 143.6020080202328
25, 276.663, 148.31884718314447
29, 300.156, 151.05159001450394
33, 325.51, 154.53874528169206
37, 352.328, 155.11201239444503
41, 367.423, 161.17946527420986
45, 399.957, 163.3634588330444
49, 429.287, 163.40976094116257
