x_axis,lantencys,speed
1, 271.612, 65.91232927186034
5, 548.126, 134.11523771001725
9, 754.315, 147.50348662631302
13, 950.566, 160.4252806539555
17, 1234.3, 165.3771558110863
21, 1538.88, 172.0869812086029
25, 1900.926, 179.4589095822244
29, 1913.347, 197.86455331040844
33, 2484.558, 182.17364120116667
37, 2698.902, 187.7584270363942
41, 2840.216, 190.009912752757
45, 2984.261, 199.78819268372845
49, 3342.162, 201.24591400459758
