x_axis,lantencys,speed
1, 42.622, 0.4407115313684717
5, 40.535, 2.1986096022315587
9, 60.365, 3.9169963044561964
13, 61.167, 5.618033966691481
17, 77.414, 7.332530305749672
21, 77.27, 9.083427998477116
25, 95.722, 10.693572317161385
29, 96.349, 12.44938443853586
33, 93.532, 14.203900977359197
37, 92.019, 15.893569331182414
41, 88.908, 17.675966276126836
45, 90.393, 19.343720904139442
49, 90.732, 21.17091702699371
