x_axis,lantencys,speed
1, 0, 4.229802438388663
5, 122.539, 20.595224590807465
9, 118.565, 36.69770592843622
13, 122.34, 53.14280798378573
17, 141.486, 69.67061627973615
21, 159.64, 84.89450352924872
25, 160.835, 100.79593491201341
29, 142.474, 117.44437075100775
33, 158.14, 132.61318206304134
37, 159.135, 133.99609178837989
41, 156.749, 133.79140599824382
45, 153.711, 133.04444668583898
49, 178.588, 131.42121154583643
