x_axis,lantencys,speed
1, 43.62, 72.81706658306157
5, 78.061, 137.1522316325592
9, 137.738, 146.6052856988016
13, 194.604, 153.40990812444267
17, 277.254, 159.48256127300948
21, 302.307, 162.8686474650453
25, 350.947, 171.14203168212094
29, 425.151, 161.14004653578536
33, 479.387, 176.23610666479442
37, 530.949, 187.42087951368237
41, 598.195, 182.78107410332544
45, 643.53, 196.98337437818816
49, 619.861, 191.66952384946495
