x_axis,lantencys,speed
1, 41.802, 0.4405637901059653
5, 40.257, 2.188860962496734
9, 40.927, 3.9327282015296605
13, 60.395, 5.597870652444047
17, 59.543, 7.37226711600693
21, 60.397, 9.07515085505705
25, 60.666, 10.751826641290705
29, 60.915, 12.371118352692605
33, 60.62, 13.987432728698186
37, 80.398, 15.33289399480084
41, 80.242, 17.003936694136293
45, 80.419, 18.70103751037052
49, 80.697, 19.87896661508636
