x_axis,lantencys,speed
1, 250.492, 72.26782021780386
5, 498.676, 135.1866398338773
9, 727.587, 152.39549464222304
13, 974.294, 162.95638826125972
17, 1228.972, 164.57085456239534
21, 1525.431, 173.96295516787026
25, 1911.221, 179.39184094444198
29, 2066.933, 185.07274394288143
33, 2259.605, 188.6669436734266
37, 2686.479, 188.06816260940047
41, 3055.775, 188.41793982772077
45, 3306.707, 194.89379933967479
49, 3643.121, 196.72629016958
