x_axis,speed,
256,114.53349370068469,
362,121.70106281202598,
512,126.39864090692284,
724,131.29117339321976,
1024,132.86297998263026,
1448,135.65637583699151,
2048,136.52939243562741,
2896,137.03238318272486,
4096,138.7435598193793,
5793,138.75630111845487,
8192,138.00454188846007,
11585,137.95231261087434,
16384,138.2918576250259,
23170,137.69497855161688,
32768,137.80142947460388,
46341,137.63567238966596,
65536,136.28089051769015,
92682,136.54395123143883,
131072,135.94008613153153,
185364,136.68757432752955,
262144,137.4791970326147,
370728,136.39738907479773,
524288,135.66889562457482,
741455,135.26618335742322,
1048576,125.11590401443081,
1482910,135.12799146033188,
2097152,109.51317042505661,
2965821,127.38267062400939,
4194304,127.09031103903443,
5931642,132.05703094794617,
8388608,131.33810446082538,
11863283,128.47153810832089,
16777216,126.14185853074359,
23726566,123.5250981968635,
33554432,118.26758527170654,
47453133,112.7267738980637,
67108864,104.38377523603125,
94906266,95.9882404689244,
134217728,75.62810706916451,
189812531,65.46996154871532,
