x_axis,lantencys,speed,qps,
256,20.82,0.06976514553892575,271
362,40.153,0.0974003131054514,271
512,40.401,0.13631363343191363,272
724,40.265,0.19137091597226014,271
1024,40.615,0.2694462271923443,270
1448,40.196,0.37943865511228414,270
2048,40.554,0.535118708449255,272
2896,40.37,0.7542050737425632,270
4096,39.879,1.06441465144788,270
5793,40.634,1.489599655418017,270
8192,20.98,2.1189145754024237,270
11585,21.179,2.9676832068552104,267
16384,39.303,4.162208226202704,264
23170,33.984,5.941419784441436,266
32768,54.763,8.131297057659431,259
46341,39.612,11.653296502988734,261
65536,39.475,16.238049088027193,257
92682,61.537,22.70405316704958,253
131072,39.483,31.565902561799568,249
185364,38.793,44.05313362928001,243
262144,123.403,60.317667855563045,234
370728,103.45,83.06215977373785,227
524288,124.645,109.46788003565126,208
741455,125.159,134.01780968794657,181
1048576,167.94,136.02283773506431,127
1482910,189.643,135.91228790195964,86
2097152,236.632,136.01570259638166,59
2965821,252.599,135.6812576003409,40
4194304,360.943,135.20846996788984,27
5931642,393.027,138.56271509168988,16
8388608,478.29,138.75824848871048,11
11863283,563.204,141.85358406476377,8
16777216,709.797,146.22278039259652,4
23726566,984.618,151.23245257612757,3
33554432,1403.65,156.91556264967036,2
47453133,2025.042,162.94057726392717,2
67108864,2916.657,170.83605477793003,2
94906266,3862.493,182.88056429204073,2
134217728,5587.021,182.65856907269722,1
189812531,7525.326,241.57252530378577,1
